,Unnamed: 0,Comment,URL,Recommendations,Locations,EditorPick,userID,date,Sentiment,Sentiment_sent,Sentiment_b,Sentiment_b_sent,Subjectivity,Subjectivity_sent,Subjectivity_b,Subjectivity_b_sent,Candidate,State,City,latitude,longitude
37557,37557,"Bernie Sanders represents what average Americans actually talk about at their dinner table. Wall Street has harmed our standard of living, while Corporations are making record profits. They are partnered with the Chinese who now have US manufacturing jobs. And Hillary Clinton's hands are stained with blood from her cheerleading for the Iraq War. No Madison Avenue PR campaign can change those FACTS. So I will send Bernie $10.00, all this retired senior can afford, while slapping the Smash the Glass Ceiling bumper sticker on the car.  ",http://www.nytimes.com/2015/07/07/us/politics/hillary-clintons-team-is-wary-as-bernie-sanders-finds-footing-in-iowa.html,79.0,FLorida,0.0,65237724.0,1436218248.0,-0.0375,-0.075,0,0,0.125,-0.075,1,0,Biden,FL,,27.8333,-81.717
37558,37558,"Wouldn't it be wonderful if Sanders could create problems for Madame Rodham-Clinton in Iowa and everywhere else.  He seems like the real thing, not a self-serving phony.  Go for it, Bernie!",http://www.nytimes.com/2015/07/07/us/politics/hillary-clintons-team-is-wary-as-bernie-sanders-finds-footing-in-iowa.html,83.0,"Bradenton, FL",0.0,54294836.0,1436217034.0,0.625,1.0,1,1,0.65,1.0,1,1,Biden,FL,Bradenton,27.8333,-81.717
37559,37559,Hanging the Wallace label on Trump is the establishment's best hope. At the moment they have only to give him more rope. I wonder why Nikki Haley isn't running for President.,http://www.nytimes.com/2015/09/08/upshot/is-trump-the-candidate-reform-conservatives-are-seeking.html,1.0,Florida,0.0,63808206.0,1441514841.0,0.5,1.0,1,1,0.6,1.0,1,1,Biden,FL,,27.8333,-81.717
37560,37560,"It's very easy to sit in New York City and preach about such things as the supposed morality of expelling illegal immigrants when the problem has little effect on you. So lets have an honest discussion about morality. Tell me all about the morality of watching meat packing go from being a high-paid job to a low-wage job? What about the morality of watching somebody who broke our laws to enter this country being granted citizenship or residency while watching somebody from the same country spend thousands because they followed our laws? And strictly speaking, how do I take somebody seriously about wanting to join our social contract when their first act is breaking it?",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,19.0,"Delray Beach, FL",0.0,84463.0,1440082487.0,0.0562196969697,0.6,1,1,0.504621212121,0.6,1,1,Biden,FL,Delray Beach,27.8333,-81.717
37561,37561,Well I see the Republicans plan to engage Hispanics is working well. ,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,7.0,Florida,0.0,64779973.0,1440086163.0,0.0,0.0,1,1,0.0,0.0,1,1,Biden,FL,,27.8333,-81.717
37562,37562,The 14th amendment was written when the borders were not being threatened by mass illegal immigrants en masse. Trump is right ... our country is going down the tubes; democrats get more sure-as-shootin' voters registered. That's the crux of the matter and why the left is so embracing of flooding our shores with illegals. Remember the ERA campaign?  NYT wasn't opposed to THAT.  Jus' sayin' ...,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,3.0,"Tampa, FL",0.0,55742147.0,1440082842.0,0.0260317460317,-0.5,1,0,0.364920634921,-0.5,1,0,Biden,FL,Tampa,27.8333,-81.717
37563,37563,"By Trump's logic, he (and several other Republican candidates) shouldn't have US citizenship. His grandfather immigrated from Germany not so very long ago (1880s) and his father would have been one of the native-born children whom Trump's policy would repatriate (because also under Trump's policy, his grandfather shouldn't have been naturalized). That's the sole tiny appealing detail of Trump's otherwise odiously nativist stance. Why have American's forgotten that we're a country of immigrants? We used to be proud of that.",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,6.0,"Wilton Manors, FL",0.0,31215304.0,1440079306.0,0.112222222222,0.35,1,1,0.427222222222,0.35,1,1,Biden,FL,Wilton Manors,27.8333,-81.717
37564,37564,"This despicable and frankly un American bombast is not surprising. In 1968 Nixon was all about ""Law and Order"". In 2016, it will be protecting our borders from a  Mexican menace.  Add the tirade against women and marriage equality. Strip affordable health care from everyone. Privatize Social Security.  Destroy theEPA. Eliminate  food stamps.  Now we're talking !   If this is polling well, just who are they asking ?",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,2.0,"Branford, Florida",0.0,63573784.0,1440073551.0,-0.113333333333,-0.2,0,0,0.113333333333,-0.2,1,0,Biden,FL,Branford,27.8333,-81.717
37565,37565,"What has happened to the Republican Party? What has happened to conservatism? Why has the raise of ignorant, red-neck ism been allowed to ruin the reasonable party of Reagon and Lincoln and turned into the party of 'no'?",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,3.0,Florida,0.0,36673940.0,1440073376.0,0.2,0.2,1,1,0.6,0.2,1,1,Biden,FL,,27.8333,-81.717
37566,37566,"""Oh, ye'll take the low road and I'll take the lower,And I'll be in Cleveland afore ya.""(But Trump and his platformWill never see D.C.,With Repubs 'low' on ersatz euphoria.)",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,3.0,"Wesley Chapel, FL",0.0,44647748.0,1440072325.0,0.0,0.0,1,1,0.3,0.0,1,1,Biden,FL,Wesley Chapel,27.8333,-81.717
37567,37567,No mention of John Kasich. The Democrats' worst nightmare. The GOP's only serious candidate.,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,1.0,"miami, florida",0.0,63540705.0,1440071289.0,-0.444444444444,-1.0,0,0,0.888888888889,-1.0,1,0,Biden,FL,Miami,27.8333,-81.717
37568,37568,Apparently most of the country disagrees with the NYT on this.,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,3.0,Florida,0.0,59419926.0,1440071177.0,0.5,0.5,1,1,0.5,0.5,1,1,Biden,FL,,27.8333,-81.717
37569,37569,Nations in ascendancy build bridges; nations in decline build walls. ,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,6.0,"Tampa, Florida",0.0,28277327.0,1440070417.0,0.0,0.0,1,1,0.0,0.0,1,1,Biden,FL,Tampa,27.8333,-81.717
37570,37570,"Only the New York Times, and its liberal devotees, could froth so much at what amounts to a promise by Trump that he will follow the law.  Does anyone at the paper, or its readership, remember a time when the country valued the rule of law?Our current situation is essentially open borders, as our increasingly isolated president hunkers down in remote golf clubs or New England islands.  If you have the guts to do it, go ahead and propose that the laws be changed to let anyone at all come to America and apply for citizenship.But, of course, no one would agree.  Our illegal alien problem is not one of how to provide amnesty.  It is about how to regain control over who may come to live here.  And ensuring that the beneficiary of our immigration is America rather than those who arrive illegally.",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,7.0,"Tampa, FL",0.0,15055.0,1440069623.0,-0.0747053872054,-0.5,0,0,0.478998316498,-0.5,1,0,Biden,FL,Tampa,27.8333,-81.717
37571,37571,"The entire Republican Party - GOP/Tea Party, uncompassionate Conservatives, extreme Right, etc. are being held hostage by Donald Trump's zillion hare-brained ideas to secure our Southwestern border from Central American and Mexican ""illegal aliens"" who would climb over a wall or tunnel under it to achieve the blessings of El Norte!  Trump's extremism is stomach-turning and demented.  This man - this NY billionaire scam artist and TV star and bloviator -  is convincing his base (whatever that base is)  that America is weak and frightened because of immigration issues.  Bumfwad, balderdash, poppycock.  When will Donald Trump's dread-full elephant in our living-room candidacy end? Alas, not soon enough to prevent the implosion of the 17 wannabe Republican POTUSes, all vying to displace him.",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,4.0,"West Palm Beach, FL",0.0,33461964.0,1440077772.0,-0.138520408163,-0.36875,0,0,0.616836734694,-0.36875,1,0,Biden,FL,West Palm Beach,27.8333,-81.717
37572,37572,"Republicans could have put the immigration issue behind them if they had worked with President Obama.The Editorial board keeps pushing for the legalization of the 10 to 15 millions illegals living in this country without telling us where the money to take care of them will come from. 99% of these undocumented immigrants will certainly qualify for subsidies under Obamacare and other Federal and States help for low incomes families.The arrival of the new workforce in the marketplace will also put pressure on low wages jobs, pushing more Americans into poverty. America is a country of different ethnicities , origins and English is what bind all of US. Will English language be required as a condition for legalization? Very few undocumented speak English.Mr Trump might not be using the right words to address this issue, but it shouldn't just be about legalization, this is more complicated  than the Times wants us to believe.",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,2.0,Fl,0.0,67158045.0,1440076333.0,0.0367575757576,-0.4,1,0,0.404445887446,-0.4,1,0,Biden,FL,Fl,27.8333,-81.717
37573,37573,"Trump supports legal immigration, but he has a problem is with illegal immigration.  We are dealing with millions of unskilled workers crossing the border.  The American people are waking up to the fact that these folks are not cheap because they are receiving benefits from the social safety net. The supporters of illegal immigration have not produced the numbers, because if they did, the costs will surely outweigh the benefits.  I am in favor of a guest worker visa program, but liberals want to grant them US citizenship under amnesty. Why? It's really about votes.",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,36.0,Florida,0.0,72144629.0,1440068279.0,-0.0296296296296,0.2,0,1,0.33950617284,0.2,1,1,Biden,FL,,27.8333,-81.717
37574,37574,"Is Trump descended from immigrants?  If he actually could cause the revocation of birthright citizenship, would that mean he, as a descendant of non-native-born immigrants, is not a citizen?  Like most of us?  ",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,10.0,"Monticello, Florida",0.0,12196613.0,1440067776.0,0.0625,0.5,1,1,0.429166666667,0.5,1,1,Biden,FL,Monticello,27.8333,-81.717
37575,37575,""" The Truth will set you free... But first it will piss you off!"" Gloria SteinemContrary to what the NYTimes believes, Mr. Trump has NOT 'poisoned the debate'. In fact, he has done the opposite.  He has singlehandedly for the first time opened a campaign to real hard truths that people and party lines found convenient to ignore. Progress is not automatic, it involves facing hard truths in the mirror, and Mr. Trump is doing just this.Regardless of what happens to Mr.Trump's campaign, myself and millions of other LEGAL Hispanic voters who have done things rights along with our families (We followed the rules) applaud his candidacy.",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,57.0,"Miami, Florida",0.0,50963598.0,1440067573.0,0.0385416666667,0.4,1,1,0.424479166667,0.4,1,1,Biden,FL,Miami,27.8333,-81.717
37576,37576,Trump and his sheep are thriving on the anarchy they are promoting. Even Bill O'Reilly told Trump he is wrong. Our countrymen need strong lessons in 'Abstract Thinking',http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,6.0,florida,0.0,59413601.0,1440065984.0,-0.0333333333333,-0.5,0,0,0.816666666667,-0.5,1,0,Biden,FL,,27.8333,-81.717
37577,37577,I am no fan of Trump...but he is saying what a majority of the voters are thinking about illegal immigrants. ,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,67.0,Fl,0.0,46346665.0,1440063218.0,-0.5,-0.5,0,0,0.5,-0.5,1,0,Biden,FL,Fl,27.8333,-81.717
37578,37578,"Mexico merely needs to rename it self Cuba. Then, every single Mexican who presented themselves at the border would receive the very same concierge service at immigration that every Cuban migrant gets. That is, they could stay immediately, get a green card in one year, citizenship in five years. Special bonus, currently only available to Cubans, $19,000 per year in SSI, SNAP, Medicaid and Section 8 Housing.All that without having worked one day in the US or having paid one penny in US taxes.While the republican rocket scientists tout their Maginot Line at the border they say nothing at all about walling off the Pacific Ocean and the Gulf of Mexico. Every single day of the year,  somewhere in Florida, boatloads of people come ashore. Including Chinese, Brasilians, Jamaicans, Indians, Bangladeshis, Bahamians, Haitians and Ukrainians.  One group landed at the supposed secure Turkey Point Nuclear Power Plant.",http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,47.0,"redlands, fl",0.0,59781917.0,1440062717.0,0.0285714285714,-0.5,1,0,0.360227272727,-0.5,1,0,Biden,FL,Redlands,27.8333,-81.717
37579,37579,"The tiny slice (less than 25% of self-identified GOP primary voters) of the voting pool that the current GOP shiny object (The Donald) has transfixed really does not warrant the amount of coverage--superficial at best, cheerleading at worst-- he is receiving.  This is one consequence of the attachment to ""horse race"" coverage the current crop of media relies on to generate interest during a GOP primary composed of retreads and has beens.Keep the coverage short, witty and as dismissive as The Donald deserves.   Watch the polls change.  ",http://www.nytimes.com/2015/09/06/magazine/the-politics-of-distraction.html,1.0,"Gulfport, FL",0.0,58633896.0,1441658102.0,0.121212121212,0.25,1,1,0.469696969697,0.25,1,1,Biden,FL,Gulfport,27.8333,-81.717
37580,37580,Borat is visiting the republican party and this democrat is enjoying the movie!,http://www.nytimes.com/2015/09/05/us/politics/talk-in-gop-turns-to-a-stop-donald-trump-campaign.html,10.0,Florida,0.0,53519785.0,1441453687.0,0.625,0.5,1,1,0.6,0.5,1,1,Biden,FL,,27.8333,-81.717
37581,37581,"Sorry, I'm loving Trump. The corrupt crony capitalists deserve everything they get.Go Trump! Break this corrupt Bush Mafia.Now if we can only truly get rid of Hillary.Go Bernie.",http://www.nytimes.com/2015/09/05/us/politics/talk-in-gop-turns-to-a-stop-donald-trump-campaign.html,45.0,Florida,0.0,59943767.0,1441408995.0,-0.205,-0.5,0,0,0.99,-0.5,1,0,Biden,FL,,27.8333,-81.717
37582,37582,"The Donald: ""These guys are such wimps that now each tries to outwimp the others to avoid attacking me.""",http://www.nytimes.com/2015/09/05/us/politics/talk-in-gop-turns-to-a-stop-donald-trump-campaign.html,3.0,"Miami, Florida",0.0,67896430.0,1441412769.0,-0.05,-0.05,0,0,0.45,-0.05,1,0,Biden,FL,Miami,27.8333,-81.717
37583,37583,"How are Trump's personal moral failings (as defined by the author) any worse than those of serial divorcee and adulterer Kim Davis? And, yet, she is an evangelical hero.",http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,10.0,"Tallahassee, FL",0.0,13124277.0,1442511725.0,-0.133333333333,-0.133333333333,0,0,0.383333333333,-0.133333333333,1,0,Biden,FL,Tallahassee,27.8333,-81.717
37584,37584,"We could ask the same question about the evangelicals who supported Reagan, given the fact that he was on his second marriage.  Or those who supported Newt Gingrich, who had an affair during his second marriage and then married the affair.  Or the evangelicals who supported Bush, given his policy of torturing prisoners.  What we have to conclude is that it makes sense to many evangelicals to support politicians who clearly do NOT believe in what Christ preached, so long as those politicians claim they favor certain public policies that evangelicals like.  Does that make them hypocrites?  Yes, it does.            ",http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,22.0,Florida,0.0,7517388.0,1442508200.0,0.0960317460317,0.125,1,1,0.255158730159,0.125,1,1,Biden,FL,,27.8333,-81.717
37585,37585,"i was raised a Roman Catholic, all the schools i attended were Catholic .I use to think of my religion as caring, generous,educated, modest, brave, soulful.When i see the word CHRISTIAN now, i think , bigot,homophobic, anti-education, misogynist, racist, divisive.  ",http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,5.0,florida,0.0,70093668.0,1442498260.0,0.18,0.45,1,1,0.42,0.45,1,1,Biden,FL,,27.8333,-81.717
37586,37586,"There's nothing new or surprising here.  Evangelicals operate in a self-created bubble in which contradictions and paradoxes are the norm.  There's no real consistency, despite the claim by a poster here that the appeal of evangelicals' thinking is ""surety.""  There's the surety that you can do what you like and be as inconsistent as you like by citing your personal interpretation of your sacred text.  The proof is clear: there are evangelicals who are sure God wants them to vote for Trump, and evangelicals who are sure God is telling them not to, and both are convinced the other is wrong, and both will undoubtedly cite scripture all the live long day.  We have a lot of problems in this country, but there was time in last night's debate for the contenders to take potshots at one another's practice of religion.  Time for religion to be removed from politics, say I.  It's just a card played to avoid rationality and personal responsibility.",http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,5.0,Florida,0.0,68623930.0,1442498207.0,0.106980519481,0.418181818182,1,1,0.454094516595,0.418181818182,1,1,Biden,FL,,27.8333,-81.717
37587,37587,"Evangelicals, Jerry Falwell's Religious Right, took over the Republican party years ago, therefore if Mr. Trump is in the lead, he's their man for better or for worse.  Irrationality is not a factor, winning is.",http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,1.0,FL,0.0,54535017.0,1442502251.0,0.177142857143,0.5,1,1,0.527142857143,0.5,1,1,Biden,FL,Fl,27.8333,-81.717
37588,37588,"Actions speak louder than words. if someone is a Christian they don't need to stand on a podium and announce it. It ought to be obvious to everyone through the way he or she lives life. And really, it doesn,t matter what religion someone follows. What matters is how that person lives in this world and what he generates in it. If evangelicals admire and support the values that Trump promotes then maybe they simply are not really what they say they are. ",http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,3.0,"Gainesville, Fl",0.0,48702134.0,1442501994.0,0.02,0.2,1,1,0.251428571429,0.2,1,1,Biden,FL,Gainesville,27.8333,-81.717
37589,37589,"Donald Trump is the epitome of that perversion known as the ""Prosperity Gospel."" He must be righteous because he has been so richly rewarded.Funny the only time I hear that sort quote from Job is when they're complaining how much society oppresses them.",http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,5.0,"Tampa, FL",0.0,21852927.0,1442497796.0,0.191666666667,0.375,1,1,0.65,0.375,1,1,Biden,FL,Tampa,27.8333,-81.717
49805,49805,"I'm a registered ""independent"" voter inside the DC beltway. I've voted liberal in nearly every election since I turned eighteen some thirteen years ago. Never before have I declared party affiliation for the purpose of voting in a primary. If Bernie does not stray from his message (which I'm sure her won't), I'll be sure to update my voter registration sooner rather than later. ",http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,7.0,"Washington, D.C.",0.0,55855726.0,1436419841.0,0.25,0.4,1,1,0.46712962963,0.4,1,1,Biden,,,,
49806,49806,The generation of the 60's is old and dying off.  Bob Dylan has become just another businessman.  Joan Baez was reduced to dating Steve Jobs.  Bernie gives a pretty good summary of what the 60's were all about.,http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,1.0,Boston,0.0,69907595.0,1436419161.0,0.35,0.475,1,1,0.6,0.475,1,1,Biden,,Boston,,
49807,49807,"Thank you! It 's very important to tell us that it is business as usual, that the voter doesn't know anything and the person with the most money wins.Thank you. Thank you.  I can't thank you enough.",http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,10.0,nyc,0.0,29337929.0,1436418900.0,0.1925,0.2675,1,1,0.5625,0.2675,1,1,Biden,,Nyc,,
49808,49808,Hate to paraphrase the outstanding Socialist of the last century - but sometimes its better to vote for 85% of what you want and get it than vote for 100%  of what you want and not get it.,http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,0.0,Medford Ma,0.0,19111801.0,1436418638.0,0.05,0.05,1,1,0.585416666667,0.05,1,1,Biden,,Medford Ma,,
49809,49809,"Mr. Cohn, you may not be experienced enough to see the broader landscape. Bernie, on the other hand, is not afraid to go anywhere. He is even bolder than Barack Obama. More people (statistics to you) want truth, not invective. The man is going places, literally and figuratively. And perhaps the media is going to give him a hand, even if it is a little backhanded.",http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,4.0,San Francisco,0.0,63492439.0,1436406514.0,0.214583333333,0.5,1,1,0.6125,0.5,1,1,Biden,,San Francisco,,
49810,49810,"""This might seem surprising if you live in a liberal enclave like Madison, Wis., or in places along the coasts,"" ... or the NY Times comments sections. Very pro-Sanders, very highly educated progressive people on here.",http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,5.0,San Francisco,0.0,56305882.0,1436418011.0,0.311090909091,0.418181818182,1,1,0.5005,0.418181818182,1,1,Biden,,San Francisco,,
49811,49811,"Nate.  You are not so great. But how could you be, there's so much you didn't see and haven't read. His Times highness before us, Walter Lippman, calling FDR a lightweight feather duster with no realistic chance.  Jack Kennedy written off as too young, inexperienced and catholic.  Forget Jimmy Carter, a Southerner?! Read Tony Schwartz's the Responsive Chord, boy.  Bernie is talking to America.   I think Nate,  you are going to be embarrassed by this for life, Nate. But let's talk in terms you understand.  Let's bet. Put some money on it.  Two months ago Ladbrokes offered me 60 to 1 odds that Bernie wouldn't be the nominee.  Now, it's 8 to 1. Something is happening here and I'm sorry but you'd have to be an old timer (not 26) to see it clear.",http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,8.0,by the sea,0.0,35184287.0,1436406003.0,0.0685185185185,0.8,1,1,0.440740740741,0.8,1,1,Biden,,By The Sea,,
