,Unnamed: 0,Candidate,City,Comment,EditorPick,Locations,Recommendations,Sentiment,Sentiment_b,Sentiment_b_sent,Sentiment_sent,State,Subjectivity,Subjectivity_b,Subjectivity_b_sent,Subjectivity_sent,URL,Unnamed: 0.1,Unnamed: 0.1,date,latitude,longitude,userID
32057,615,Biden,Jacksonville,Bernie is electable.,0.0,"Jacksonville, Florida",13,0.0,1,1,0.0,FL,0.0,1,1,0.0,http://www.nytimes.com/2015/07/07/us/politics/hillary-clintons-team-is-wary-as-bernie-sanders-finds-footing-in-iowa.html,,,2015-07-06 20:38:18,27.8333,-81.717,52506023.0
32058,616,Biden,,"Bernie Sanders represents what average Americans actually talk about at their dinner table. Wall Street has harmed our standard of living, while Corporations are making record profits. They are partnered with the Chinese who now have US manufacturing jobs. And Hillary Clinton's hands are stained with blood from her cheerleading for the Iraq War. No Madison Avenue PR campaign can change those FACTS. So I will send Bernie $10.00, all this retired senior can afford, while slapping the Smash the Glass Ceiling bumper sticker on the car.  ",0.0,FLorida,79,-0.0375,0,0,-0.075,FL,0.125,1,0,-0.075,http://www.nytimes.com/2015/07/07/us/politics/hillary-clintons-team-is-wary-as-bernie-sanders-finds-footing-in-iowa.html,,,2015-07-06 14:30:48,27.8333,-81.717,65237724.0
32059,617,Biden,Bradenton,"Wouldn't it be wonderful if Sanders could create problems for Madame Rodham-Clinton in Iowa and everywhere else.  He seems like the real thing, not a self-serving phony.  Go for it, Bernie!",0.0,"Bradenton, FL",83,0.625,1,1,1.0,FL,0.65,1,1,1.0,http://www.nytimes.com/2015/07/07/us/politics/hillary-clintons-team-is-wary-as-bernie-sanders-finds-footing-in-iowa.html,,,2015-07-06 14:10:34,27.8333,-81.717,54294836.0
32060,618,Biden,,Hanging the Wallace label on Trump is the establishment's best hope. At the moment they have only to give him more rope. I wonder why Nikki Haley isn't running for President.,0.0,Florida,1,0.5,1,1,1.0,FL,0.6,1,1,1.0,http://www.nytimes.com/2015/09/08/upshot/is-trump-the-candidate-reform-conservatives-are-seeking.html,,,2015-09-05 21:47:21,27.8333,-81.717,63808206.0
32061,619,Biden,Delray Beach,"It's very easy to sit in New York City and preach about such things as the supposed morality of expelling illegal immigrants when the problem has little effect on you. So lets have an honest discussion about morality. Tell me all about the morality of watching meat packing go from being a high-paid job to a low-wage job? What about the morality of watching somebody who broke our laws to enter this country being granted citizenship or residency while watching somebody from the same country spend thousands because they followed our laws? And strictly speaking, how do I take somebody seriously about wanting to join our social contract when their first act is breaking it?",0.0,"Delray Beach, FL",19,0.0562196969697,1,1,0.6,FL,0.504621212121,1,1,0.6,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 07:54:47,27.8333,-81.717,84463.0
32062,620,Biden,,Well I see the Republicans plan to engage Hispanics is working well. ,0.0,Florida,7,0.0,1,1,0.0,FL,0.0,1,1,0.0,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 08:56:03,27.8333,-81.717,64779973.0
32063,621,Biden,Tampa,The 14th amendment was written when the borders were not being threatened by mass illegal immigrants en masse. Trump is right ... our country is going down the tubes; democrats get more sure-as-shootin' voters registered. That's the crux of the matter and why the left is so embracing of flooding our shores with illegals. Remember the ERA campaign?  NYT wasn't opposed to THAT.  Jus' sayin' ...,0.0,"Tampa, FL",3,0.0260317460317,1,0,-0.5,FL,0.364920634921,1,0,-0.5,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 08:00:42,27.8333,-81.717,55742147.0
32064,622,Biden,Wilton Manors,"By Trump's logic, he (and several other Republican candidates) shouldn't have US citizenship. His grandfather immigrated from Germany not so very long ago (1880s) and his father would have been one of the native-born children whom Trump's policy would repatriate (because also under Trump's policy, his grandfather shouldn't have been naturalized). That's the sole tiny appealing detail of Trump's otherwise odiously nativist stance. Why have American's forgotten that we're a country of immigrants? We used to be proud of that.",0.0,"Wilton Manors, FL",6,0.112222222222,1,1,0.35,FL,0.427222222222,1,1,0.35,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 07:01:46,27.8333,-81.717,31215304.0
32065,623,Biden,Branford,"This despicable and frankly un American bombast is not surprising. In 1968 Nixon was all about ""Law and Order"". In 2016, it will be protecting our borders from a  Mexican menace.  Add the tirade against women and marriage equality. Strip affordable health care from everyone. Privatize Social Security.  Destroy theEPA. Eliminate  food stamps.  Now we're talking !   If this is polling well, just who are they asking ?",0.0,"Branford, Florida",2,-0.113333333333,0,0,-0.2,FL,0.113333333333,1,0,-0.2,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 05:25:51,27.8333,-81.717,63573784.0
32066,624,Biden,,"What has happened to the Republican Party? What has happened to conservatism? Why has the raise of ignorant, red-neck ism been allowed to ruin the reasonable party of Reagon and Lincoln and turned into the party of 'no'?",0.0,Florida,3,0.2,1,1,0.2,FL,0.6,1,1,0.2,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 05:22:56,27.8333,-81.717,36673940.0
32067,625,Biden,Wesley Chapel,"""Oh, ye'll take the low road and I'll take the lower,And I'll be in Cleveland afore ya.""(But Trump and his platformWill never see D.C.,With Repubs 'low' on ersatz euphoria.)",0.0,"Wesley Chapel, FL",3,0.0,1,1,0.0,FL,0.3,1,1,0.0,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 05:05:25,27.8333,-81.717,44647748.0
32068,626,Biden,Miami,No mention of John Kasich. The Democrats' worst nightmare. The GOP's only serious candidate.,0.0,"miami, florida",1,-0.444444444444,0,0,-1.0,FL,0.888888888889,1,0,-1.0,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 04:48:09,27.8333,-81.717,63540705.0
32069,627,Biden,,Apparently most of the country disagrees with the NYT on this.,0.0,Florida,3,0.5,1,1,0.5,FL,0.5,1,1,0.5,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 04:46:17,27.8333,-81.717,59419926.0
32070,628,Biden,Tampa,Nations in ascendancy build bridges; nations in decline build walls. ,0.0,"Tampa, Florida",6,0.0,1,1,0.0,FL,0.0,1,1,0.0,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 04:33:37,27.8333,-81.717,28277327.0
32071,629,Biden,Tampa,"Only the New York Times, and its liberal devotees, could froth so much at what amounts to a promise by Trump that he will follow the law.  Does anyone at the paper, or its readership, remember a time when the country valued the rule of law?Our current situation is essentially open borders, as our increasingly isolated president hunkers down in remote golf clubs or New England islands.  If you have the guts to do it, go ahead and propose that the laws be changed to let anyone at all come to America and apply for citizenship.But, of course, no one would agree.  Our illegal alien problem is not one of how to provide amnesty.  It is about how to regain control over who may come to live here.  And ensuring that the beneficiary of our immigration is America rather than those who arrive illegally.",0.0,"Tampa, FL",7,-0.0747053872054,0,0,-0.5,FL,0.478998316498,1,0,-0.5,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 04:20:23,27.8333,-81.717,15055.0
32072,630,Biden,West Palm Beach,"The entire Republican Party - GOP/Tea Party, uncompassionate Conservatives, extreme Right, etc. are being held hostage by Donald Trump's zillion hare-brained ideas to secure our Southwestern border from Central American and Mexican ""illegal aliens"" who would climb over a wall or tunnel under it to achieve the blessings of El Norte!  Trump's extremism is stomach-turning and demented.  This man - this NY billionaire scam artist and TV star and bloviator -  is convincing his base (whatever that base is)  that America is weak and frightened because of immigration issues.  Bumfwad, balderdash, poppycock.  When will Donald Trump's dread-full elephant in our living-room candidacy end? Alas, not soon enough to prevent the implosion of the 17 wannabe Republican POTUSes, all vying to displace him.",0.0,"West Palm Beach, FL",4,-0.138520408163,0,0,-0.36875,FL,0.616836734694,1,0,-0.36875,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 06:36:12,27.8333,-81.717,33461964.0
32073,631,Biden,Fl,"Republicans could have put the immigration issue behind them if they had worked with President Obama.The Editorial board keeps pushing for the legalization of the 10 to 15 millions illegals living in this country without telling us where the money to take care of them will come from. 99% of these undocumented immigrants will certainly qualify for subsidies under Obamacare and other Federal and States help for low incomes families.The arrival of the new workforce in the marketplace will also put pressure on low wages jobs, pushing more Americans into poverty. America is a country of different ethnicities , origins and English is what bind all of US. Will English language be required as a condition for legalization? Very few undocumented speak English.Mr Trump might not be using the right words to address this issue, but it shouldn't just be about legalization, this is more complicated  than the Times wants us to believe.",0.0,Fl,2,0.0367575757576,1,0,-0.4,FL,0.404445887446,1,0,-0.4,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 06:12:13,27.8333,-81.717,67158045.0
32074,632,Biden,,"Trump supports legal immigration, but he has a problem is with illegal immigration.  We are dealing with millions of unskilled workers crossing the border.  The American people are waking up to the fact that these folks are not cheap because they are receiving benefits from the social safety net. The supporters of illegal immigration have not produced the numbers, because if they did, the costs will surely outweigh the benefits.  I am in favor of a guest worker visa program, but liberals want to grant them US citizenship under amnesty. Why? It's really about votes.",0.0,Florida,36,-0.0296296296296,0,1,0.2,FL,0.33950617284,1,1,0.2,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 03:57:59,27.8333,-81.717,72144629.0
32075,633,Biden,Monticello,"Is Trump descended from immigrants?  If he actually could cause the revocation of birthright citizenship, would that mean he, as a descendant of non-native-born immigrants, is not a citizen?  Like most of us?  ",0.0,"Monticello, Florida",10,0.0625,1,1,0.5,FL,0.429166666667,1,1,0.5,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 03:49:36,27.8333,-81.717,12196613.0
32076,634,Biden,Miami,""" The Truth will set you free... But first it will piss you off!"" Gloria SteinemContrary to what the NYTimes believes, Mr. Trump has NOT 'poisoned the debate'. In fact, he has done the opposite.  He has singlehandedly for the first time opened a campaign to real hard truths that people and party lines found convenient to ignore. Progress is not automatic, it involves facing hard truths in the mirror, and Mr. Trump is doing just this.Regardless of what happens to Mr.Trump's campaign, myself and millions of other LEGAL Hispanic voters who have done things rights along with our families (We followed the rules) applaud his candidacy.",0.0,"Miami, Florida",57,0.0385416666667,1,1,0.4,FL,0.424479166667,1,1,0.4,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 03:46:13,27.8333,-81.717,50963598.0
32077,635,Biden,,Trump and his sheep are thriving on the anarchy they are promoting. Even Bill O'Reilly told Trump he is wrong. Our countrymen need strong lessons in 'Abstract Thinking',0.0,florida,6,-0.0333333333333,0,0,-0.5,FL,0.816666666667,1,0,-0.5,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 03:19:44,27.8333,-81.717,59413601.0
32078,636,Biden,Fl,I am no fan of Trump...but he is saying what a majority of the voters are thinking about illegal immigrants. ,0.0,Fl,67,-0.5,0,0,-0.5,FL,0.5,1,0,-0.5,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 02:33:38,27.8333,-81.717,46346665.0
32079,637,Biden,Redlands,"Mexico merely needs to rename it self Cuba. Then, every single Mexican who presented themselves at the border would receive the very same concierge service at immigration that every Cuban migrant gets. That is, they could stay immediately, get a green card in one year, citizenship in five years. Special bonus, currently only available to Cubans, $19,000 per year in SSI, SNAP, Medicaid and Section 8 Housing.All that without having worked one day in the US or having paid one penny in US taxes.While the republican rocket scientists tout their Maginot Line at the border they say nothing at all about walling off the Pacific Ocean and the Gulf of Mexico. Every single day of the year,  somewhere in Florida, boatloads of people come ashore. Including Chinese, Brasilians, Jamaicans, Indians, Bangladeshis, Bahamians, Haitians and Ukrainians.  One group landed at the supposed secure Turkey Point Nuclear Power Plant.",0.0,"redlands, fl",47,0.0285714285714,1,0,-0.5,FL,0.360227272727,1,0,-0.5,http://www.nytimes.com/2015/08/20/opinion/gop-candidates-follow-trump-to-the-bottom-on-immigration.html,,,2015-08-20 02:25:17,27.8333,-81.717,59781917.0
32080,638,Biden,Gulfport,"The tiny slice (less than 25% of self-identified GOP primary voters) of the voting pool that the current GOP shiny object (The Donald) has transfixed really does not warrant the amount of coverage--superficial at best, cheerleading at worst-- he is receiving.  This is one consequence of the attachment to ""horse race"" coverage the current crop of media relies on to generate interest during a GOP primary composed of retreads and has beens.Keep the coverage short, witty and as dismissive as The Donald deserves.   Watch the polls change.  ",0.0,"Gulfport, FL",1,0.121212121212,1,1,0.25,FL,0.469696969697,1,1,0.25,http://www.nytimes.com/2015/09/06/magazine/the-politics-of-distraction.html,,,2015-09-07 13:35:02,27.8333,-81.717,58633896.0
32081,639,Biden,,Borat is visiting the republican party and this democrat is enjoying the movie!,0.0,Florida,10,0.625,1,1,0.5,FL,0.6,1,1,0.5,http://www.nytimes.com/2015/09/05/us/politics/talk-in-gop-turns-to-a-stop-donald-trump-campaign.html,,,2015-09-05 04:48:07,27.8333,-81.717,53519785.0
32082,640,Biden,,"Sorry, I'm loving Trump. The corrupt crony capitalists deserve everything they get.Go Trump! Break this corrupt Bush Mafia.Now if we can only truly get rid of Hillary.Go Bernie.",0.0,Florida,45,-0.205,0,0,-0.5,FL,0.99,1,0,-0.5,http://www.nytimes.com/2015/09/05/us/politics/talk-in-gop-turns-to-a-stop-donald-trump-campaign.html,,,2015-09-04 16:23:15,27.8333,-81.717,59943767.0
32083,641,Biden,Miami,"The Donald: ""These guys are such wimps that now each tries to outwimp the others to avoid attacking me.""",0.0,"Miami, Florida",3,-0.05,0,0,-0.05,FL,0.45,1,0,-0.05,http://www.nytimes.com/2015/09/05/us/politics/talk-in-gop-turns-to-a-stop-donald-trump-campaign.html,,,2015-09-04 17:26:09,27.8333,-81.717,67896430.0
32084,642,Biden,Tallahassee,"How are Trump's personal moral failings (as defined by the author) any worse than those of serial divorcee and adulterer Kim Davis? And, yet, she is an evangelical hero.",0.0,"Tallahassee, FL",10,-0.133333333333,0,0,-0.133333333333,FL,0.383333333333,1,0,-0.133333333333,http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,,,2015-09-17 10:42:05,27.8333,-81.717,13124277.0
32085,643,Biden,,"We could ask the same question about the evangelicals who supported Reagan, given the fact that he was on his second marriage.  Or those who supported Newt Gingrich, who had an affair during his second marriage and then married the affair.  Or the evangelicals who supported Bush, given his policy of torturing prisoners.  What we have to conclude is that it makes sense to many evangelicals to support politicians who clearly do NOT believe in what Christ preached, so long as those politicians claim they favor certain public policies that evangelicals like.  Does that make them hypocrites?  Yes, it does.            ",0.0,Florida,22,0.0960317460317,1,1,0.125,FL,0.255158730159,1,1,0.125,http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,,,2015-09-17 09:43:20,27.8333,-81.717,7517388.0
32086,644,Biden,,"i was raised a Roman Catholic, all the schools i attended were Catholic .I use to think of my religion as caring, generous,educated, modest, brave, soulful.When i see the word CHRISTIAN now, i think , bigot,homophobic, anti-education, misogynist, racist, divisive.  ",0.0,florida,5,0.18,1,1,0.45,FL,0.42,1,1,0.45,http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,,,2015-09-17 06:57:40,27.8333,-81.717,70093668.0
32087,645,Biden,,"There's nothing new or surprising here.  Evangelicals operate in a self-created bubble in which contradictions and paradoxes are the norm.  There's no real consistency, despite the claim by a poster here that the appeal of evangelicals' thinking is ""surety.""  There's the surety that you can do what you like and be as inconsistent as you like by citing your personal interpretation of your sacred text.  The proof is clear: there are evangelicals who are sure God wants them to vote for Trump, and evangelicals who are sure God is telling them not to, and both are convinced the other is wrong, and both will undoubtedly cite scripture all the live long day.  We have a lot of problems in this country, but there was time in last night's debate for the contenders to take potshots at one another's practice of religion.  Time for religion to be removed from politics, say I.  It's just a card played to avoid rationality and personal responsibility.",0.0,Florida,5,0.106980519481,1,1,0.418181818182,FL,0.454094516595,1,1,0.418181818182,http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,,,2015-09-17 06:56:47,27.8333,-81.717,68623930.0
32088,646,Biden,Fl,"Evangelicals, Jerry Falwell's Religious Right, took over the Republican party years ago, therefore if Mr. Trump is in the lead, he's their man for better or for worse.  Irrationality is not a factor, winning is.",0.0,FL,1,0.177142857143,1,1,0.5,FL,0.527142857143,1,1,0.5,http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,,,2015-09-17 08:04:11,27.8333,-81.717,54535017.0
32089,647,Biden,Gainesville,"Actions speak louder than words. if someone is a Christian they don't need to stand on a podium and announce it. It ought to be obvious to everyone through the way he or she lives life. And really, it doesn,t matter what religion someone follows. What matters is how that person lives in this world and what he generates in it. If evangelicals admire and support the values that Trump promotes then maybe they simply are not really what they say they are. ",0.0,"Gainesville, Fl",3,0.02,1,1,0.2,FL,0.251428571429,1,1,0.2,http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,,,2015-09-17 07:59:54,27.8333,-81.717,48702134.0
32090,648,Biden,Tampa,"Donald Trump is the epitome of that perversion known as the ""Prosperity Gospel."" He must be righteous because he has been so richly rewarded.Funny the only time I hear that sort quote from Job is when they're complaining how much society oppresses them.",0.0,"Tampa, FL",5,0.191666666667,1,1,0.375,FL,0.65,1,1,0.375,http://www.nytimes.com/2015/09/17/opinion/have-evangelicals-who-support-trump-lost-their-values.html,,,2015-09-17 06:49:56,27.8333,-81.717,21852927.0
32499,1057,Biden,Charlottesvile,"The Clinton campaign is so homogenously corporate. They're misreading the American electorate. Sanders's numbers are rising because, unlike Hillary, he speaks from his heart, not a script. When Jim Webb hits his stride, watch out.",0.0,"Charlottesvile, VA",3,0.0,1,1,0.0,VA,0.0,1,1,0.0,http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,,,2015-07-08 17:55:42,37.768,-78.2057,51529887.0
32500,1058,Biden,Va,"It is depressing to see so many people here proudly proclaim they will vote for Sanders but never for Hillary Clinton. These same people will be right here complaining when the elected republican president invades Iran, and appoints two more Supreme Court Justices who roll back everything they believe in. Victory and controlling the White House is critical given that the republicans may still be in control of both the Senate and Congress after the 2016 election. This is no time to prove how liberal you are or how much Hillary offends you. If your refusal to vote for Hillary allows a republican to become president, you might as well have voted republican, and I can assure you it won't take you more than a year to regret your decision. Nor should you complain about any move a President Walker, Bush or Trump makes. ",1.0,VA,28,0.198701298701,1,1,0.5,VA,0.460064935065,1,1,0.5,http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,,,2015-07-08 17:50:45,37.768,-78.2057,5778979.0
32501,1059,Biden,,"That Bernie Sanders is written off by so many as an impossible long shot for president while Jeb Bush is treated as a serious contender is a rather sad commentary on the state of affairs in the USA in 2015. I have no doubt that Bush would beat Sanders hands down in a large number of states from South Carolina to Mississippi to Utah. I'm just at a loss as to understand why. Why would any self-respecting person vote for a person (Jeb Bush) who is clearly not his own man?  Bush family members may have, at one time, possessed something resembling that noblesse oblige attitude among privileged people which compels them to enter politics as a way of engaging in public service and giving back to the country which made their wealth and good fortune possible. But the Bushes ceased being that way in 1992, after Bill Clinton beat the family patriarch. It is so transparently obvious to me that Jeb Bush is motivated by a desire to match or exceed his older brother. Bush's campaign is the polar opposite of the one being waged by Sanders and has absolutely nothing whatsoever to do with giving back to the country or anything similar. ",0.0,Virginia,68,0.0448601662887,1,1,0.275,VA,0.496069538927,1,1,0.275,http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,,,2015-07-08 19:05:32,37.768,-78.2057,10369639.0
32502,1060,Biden,,"Stranger things have happened than an independent US Senator born before the Pearl Harbor bombing winning the Democratic nomination for president at the age of 74 in the first half of 2016. Such as a first-term black US Senator winning the nomination at age 46 in early 2008 against an ex-president's wife and second-term US Senator.Sanders appears more lucid and in better command of the issues than Reagan was at age 69 in 1980. I don't understand why it's assumed that Sanders has no chance of winning over black voters against Clinton. Is this because Sanders represents lily-white Vermont? OK, but at this point I don't see the basis for strong support among blacks for Hillary Clinton besides the fact that she's married to Bill. But I suspect that Bill Clinton's reputation among blacks has been damaged by 1) his less-than-cordial relationship with Barack Obama and 2) a revised view of his 1993-2001 presidency as a time that marked the true beginning of catastrophic de-industrialization in the USA as jobs got exported to China and Mexico and blacks suffered greatly as a consequence. ",0.0,Virginia,51,0.265740740741,1,1,0.5,VA,0.501388888889,1,1,0.5,http://www.nytimes.com/2015/07/09/upshot/why-bernie-sanderss-momentum-is-not-built-to-last.html,,,2015-07-08 15:26:36,37.768,-78.2057,10369639.0
